id,title,artist,full_lyrics,reff_lyrics,emotion
160,guru yang pilih kasih,julia perez,nilai yang sama tapi score berbeda. karena dia anak pejabat. sementara aku anak biasa. diperlakukan tidak adil. kesempatan yang selalu diberikan. pada murid favorit saja. frustrasi dengan diskriminasi. yang terjadi di dunia pendidikan. . guru yang pilih kasih membuatku murka. benci dengan nepotism in education. jengkel dengan unfair treatment. muak dengan bias yang nyata. geram dengan corruption of education. kesal dengan favoritism. pendidikan seharusnya equal. tidak pandang status sosial. dongkol dengan sistem. yang sudah rusak dari akar,guru yang pilih kasih membuatku murka. benci dengan nepotism in education. jengkel dengan unfair treatment. muak dengan bias yang nyata. geram dengan corruption of education. kesal dengan favoritism,marah
161,sahabat yang manipulatif,kania dewi,dia ahli bermain dengan emosi. bikin aku merasa bersalah. padahal dia yang salah. tapi aku yang minta maaf. gaslighting yang dilakukan terus. membuat confidence ku hilang. kesal dengan psychological abuse. yang dibungkus dalam friendship. . sahabat yang manipulatif bikin geram. marah dengan emotional manipulation. jengkel dengan mind games. muak dengan gaslighting behavior. benci dengan toxic friendship. dongkol dengan psychological torture. pertemanan yang harusnya healing. malah jadi sumber trauma. sebel banget sama pattern. yang menguras mental health,sahabat yang manipulatif bikin geram. marah dengan emotional manipulation. jengkel dengan mind games. muak dengan gaslighting behavior. benci dengan toxic friendship. dongkol dengan psychological torture,marah
162,pacar yang pelit,lisa adriani,pacaran tiga tahun tidak pernah traktir. bahkan untuk makan malam. aku yang selalu bayar. dia yang selalu alasan. anniversary yang tidak dirayakan. valentine yang diabaikan. frustrasi dengan kekikiran. yang mengecewakan berkali-kali. . pacar yang pelit membuatku dongkol. jengkel dengan kekikiran berlebihan. muak dengan financial abuse. kesal dengan one-sided giving. benci dengan cheapskate mentality. sebel banget sama effort yang minimal. cinta kok diukur dengan uang. tapi respect juga perlu ditunjukkan. geram dengan ketidakpedulian. yang ditutupi dengan alasan ekonomi,pacar yang pelit membuatku dongkol. jengkel dengan kekikiran berlebihan. muak dengan financial abuse. kesal dengan one-sided giving. benci dengan cheapskate mentality. sebel banget sama effort yang minimal,marah
163,team yang ga kompak,maya sari,project group yang chaos. aku yang kerja sendirian. yang lain free riding. dapat nilai yang sama. deadline yang hampir tiba. mereka santai-santai aja. kesal dengan irresponsibility. yang merugikan semua orang. . team yang ga kompak bikin aku murka. marah dengan free rider behavior. jengkel dengan lack of commitment. muak dengan lazy teammates. benci dengan unfair contribution. geram dengan group work toxicity. akademik jadi nightmare. karena partner yang tidak becus. dongkol dengan sistem. yang tidak fair untuk individual effort,team yang ga kompak bikin aku murka. marah dengan free rider behavior. jengkel dengan lack of commitment. muak dengan lazy teammates. benci dengan unfair contribution. geram dengan group work toxicity,marah
164,ortu yang controlling,nina tamam,umur udah kepala dua. masih dikontrol ketat. tidak boleh ini itu. seolah masih anak kecil. pacar yang harus disetujui. kerja yang harus sesuai kemauan. frustrasi dengan helicopter parenting. yang membatasi kebebasan. . ortu yang controlling membuatku geram. benci dengan overprotective behavior. jengkel dengan invasion of privacy. muak dengan micromanagement. marah dengan lack of trust. kesal dengan suffocating control. adult life yang tidak independent. karena orangtua yang possessive. dongkol dengan boundaries. yang tidak pernah dihormati,ortu yang controlling membuatku geram. benci dengan overprotective behavior. jengkel dengan invasion of privacy. muak dengan micromanagement. marah dengan lack of trust. kesal dengan suffocating control,marah
165,mimpi yang diremehkan,oscar lawalata,bercerita passion dan cita-cita. mereka cuma ketawa-ketawa. bilang tidak realistis. dan lebih baik cari yang aman. dukungan yang kuharapkan. berubah jadi sindir-sindiran. kesal dengan mindset sempit. yang tidak percaya pada potensi. . mimpi yang diremehkan bikin aku murka. benci dengan negative mindset. jengkel dengan lack of support. muak dengan pessimistic attitude. geram dengan dream crushing behavior. dongkol dengan mental limitation. someday akan kubuktikan. bahwa mereka salah besar. sebel banget sama orang-orang. yang suka meremehkan mimpi orang lain,mimpi yang diremehkan bikin aku murka. benci dengan negative mindset. jengkel dengan lack of support. muak dengan pessimistic attitude. geram dengan dream crushing behavior. dongkol dengan mental limitation,marah
166,sistem yang korup,pandji pragiwaksono,ngurus ktp bayar di bawah meja. kalau tidak mau antri bertahun. pelayanan publik yang dijual. oleh oknum yang serakah. rakyat kecil yang menderita. karena sistem yang busuk. frustrasi dengan korupsi. yang sudah mengakar dimana-mana. . sistem yang korup bikin aku murka. marah dengan pejabat serakah. jengkel dengan pelayanan berbayar. muak dengan kkn yang merajalela. benci dengan abuse of power. geram dengan ketidakadilan struktural. negara yang seharusnya melayani. malah merampok kantong rakyat. dongkol dengan praktik. yang sudah dinormalisasi,sistem yang korup bikin aku murka. marah dengan pejabat serakah. jengkel dengan pelayanan berbayar. muak dengan kkn yang merajalela. benci dengan abuse of power. geram dengan ketidakadilan struktural,marah
167,gender discrimination,qory sandioriva,interview kerja ditanya kapan nikah. seolah perempuan cuma untuk rumah. gaji yang lebih kecil. untuk pekerjaan yang sama. promosi yang selalu untuk laki-laki. meski performa aku lebih baik. kesal dengan bias gender. yang sudah mendarah daging. . gender discrimination membuatku geram. benci dengan patriarchal system. jengkel dengan unequal treatment. muak dengan gender stereotyping. marah dengan pay gap. dongkol dengan glass ceiling. perempuan bukan second class citizen. yang layak diperlakukan sembarangan. sebel banget sama culture. yang masih bias dan backward,gender discrimination membuatku geram. benci dengan patriarchal system. jengkel dengan unequal treatment. muak dengan gender stereotyping. marah dengan pay gap. dongkol dengan glass ceiling,marah
168,rasisme halus,rio dewanto,dipanggil dengan sebutan etnis. bukan nama yang sebenarnya. joke yang bernuansa sara. dibungkus sebagai candaan. stereotip yang menyakitkan. ditempelkan tanpa alasan. frustrasi dengan ignorance. yang mengakar dalam masyarakat. . rasisme halus bikin aku murka. marah dengan microaggression. jengkel dengan ethnic stereotyping. muak dengan casual racism. benci dengan prejudice. geram dengan normalized discrimination. semua manusia sama martabatnya. tidak ada yang superior. dongkol dengan mentalitas. yang masih primordial dan sempit,rasisme halus bikin aku murka. marah dengan microaggression. jengkel dengan ethnic stereotyping. muak dengan casual racism. benci dengan prejudice. geram dengan normalized discrimination,marah
169,bullying workplace,sarah sechan,senior yang suka intimidasi. junior yang baru masuk kerja. public humiliation di meeting. untuk menunjukkan dominasi. workload yang tidak fair. deadline yang impossible. kesal dengan toxic culture. yang dibiarkan manajemen. . bullying workplace membuatku geram. benci dengan power harassment. jengkel dengan workplace abuse. muak dengan toxic leadership. marah dengan intimidation tactics. kesal dengan hostile environment. office seharusnya professional. bukan arena untuk menyiksa. sebel banget sama culture. yang normalize workplace bullying,bullying workplace membuatku geram. benci dengan power harassment. jengkel dengan workplace abuse. muak dengan toxic leadership. marah dengan intimidation tactics. kesal dengan hostile environment,marah
170,hukum tumpul ke atas,tora sudiro,rakyat kecil nyolong ayam. masuk bui bertahun-tahun. pejabat korupsi milyaran. cuma house arrest mewah. keadilan yang bisa dibeli. dengan uang dan koneksi. frustrasi dengan double standard. yang memihak pada yang berkuasa. . hukum tumpul ke atas bikin murka. marah dengan judicial corruption. jengkel dengan unequal justice. muak dengan legal discrimination. benci dengan money politics. geram dengan systematic injustice. indonesia darurat keadilan. karena hukum tidak netral. dongkol dengan reality. yang jauh dari constitutional ideal,hukum tumpul ke atas bikin murka. marah dengan judicial corruption. jengkel dengan unequal justice. muak dengan legal discrimination. benci dengan money politics. geram dengan systematic injustice,marah
171,eksploitasi buruh,ucok baba,jam kerja 12 jam sehari. gaji di bawah umr. tidak ada jaminan kesehatan. apalagi dana pensiun. demonstrasi untuk hak basic. malah dicap pengacau. kesal dengan kapitalisme. yang menindas pekerja. . eksploitasi buruh membuatku murka. benci dengan wage slavery. jengkel dengan labor abuse. muak dengan corporate greed. marah dengan systemic oppression. geram dengan worker exploitation. buruh yang membangun ekonomi. diperlakukan seperti robot. dongkol dengan ketidakpedulian. pada human dignity,eksploitasi buruh membuatku murka. benci dengan wage slavery. jengkel dengan labor abuse. muak dengan corporate greed. marah dengan systemic oppression. geram dengan worker exploitation,marah
172,ageism di workplace,vino bastian,umur belum 30 dianggap immature. ide dan opini diabaikan. padahal contribution nyata. tapi tidak diperhitungkan. senior yang close minded. resistant terhadap innovation. frustrasi dengan hierarchical thinking. yang menghalangi progress. . ageism di workplace bikin geram. marah dengan age discrimination. jengkel dengan seniority complex. muak dengan outdated thinking. benci dengan generational bias. kesal dengan closed mindedness. age is just a number. capability tidak tergantung umur. sebel banget sama stereotype. yang limit potential contribution,ageism di workplace bikin geram. marah dengan age discrimination. jengkel dengan seniority complex. muak dengan outdated thinking. benci dengan generational bias. kesal dengan closed mindedness,marah
173,victim blaming culture,widyawati sophiaan,korban pelecehan malah disalahkan. karena pakaian yang dikenakan. seolah pelaku tidak bersalah. dan korban yang provocative. justice system yang bias. lebih percaya testimony pelaku. kesal dengan mindset patriarchal. yang selalu blame the victim. . victim blaming culture membuatku murka. benci dengan misogynistic mindset. jengkel dengan rape culture. muak dengan slut shaming. marah dengan judicial bias. geram dengan systematic oppression. korban sudah trauma. masih ditambah victim blaming. dongkol dengan society. yang protect perpetrator bukan victim,victim blaming culture membuatku murka. benci dengan misogynistic mindset. jengkel dengan rape culture. muak dengan slut shaming. marah dengan judicial bias. geram dengan systematic oppression,marah
174,nepotisme berjamaah,yadi sembako,posisi strategis untuk keluarga. meski tidak ada kompetensi. sementara yang qualified diabaikan. karena tidak punya backing. merit system yang diabaikan. demi politik kekeluargaan. frustrasi dengan dynasty building. yang merugikan rakyat. . nepotisme berjamaah bikin murka. marah dengan family dynasty. jengkel dengan qualification bypass. muak dengan political connection. benci dengan systemic corruption. geram dengan merit system destruction. indonesia tidak akan maju. kalau nepotisme masih mengakar. dongkol dengan culture. yang prioritize connection over capability,nepotisme berjamaah bikin murka. marah dengan family dynasty. jengkel dengan qualification bypass. muak dengan political connection. benci dengan systemic corruption. geram dengan merit system destruction,marah
175,diskriminasi agama,zaskia mecca,lowongan kerja yang explicitly exclude. agama tertentu dari consideration. tempat ibadah yang sulit dibangun. karena pressure dari mayoritas. treatment berbeda karena keyakinan. dalam pelayanan publik. kesal dengan intoleransi. yang tumbuh dalam masyarakat. . diskriminasi agama membuatku geram. benci dengan religious intolerance. jengkel dengan majority tyranny. muak dengan faith-based discrimination. marah dengan sectarian bias. dongkol dengan religious persecution. bhinneka tunggal ika. cuma jadi slogan kosong. sebel banget sama hypocrite. yang preach tolerance tapi practice discrimination,diskriminasi agama membuatku geram. benci dengan religious intolerance. jengkel dengan majority tyranny. muak dengan faith-based discrimination. marah dengan sectarian bias. dongkol dengan religious persecution,marah
176,class warfare,abdel achrian,yang kaya semakin kaya. yang miskin makin terpuruk. economic gap yang melebar. tanpa ada redistribution. akses pendidikan dan healthcare. ditentukan oleh status sosial. frustrasi dengan inequality. yang mengkristal jadi permanent. . class warfare yang nyata. marah dengan economic injustice. jengkel dengan wealth concentration. muak dengan poverty trap. benci dengan social stratification. geram dengan systematic oppression. mobility sosial yang terbatas. karena struktur yang timpang. dongkol dengan capitalism. yang hanya menguntungkan elite,class warfare yang nyata. marah dengan economic injustice. jengkel dengan wealth concentration. muak dengan poverty trap. benci dengan social stratification. geram dengan systematic oppression,marah
177,media manipulation,bintang emon,berita yang di-spin sedemikian rupa. untuk kepentingan politik tertentu. public opinion yang dimanipulasi. dengan propaganda halus. truth yang disembunyikan. demi agenda hidden. kesal dengan journalism. yang sudah tidak netral. . media manipulation membuatku murka. benci dengan propaganda machine. jengkel dengan biased reporting. muak dengan information warfare. marah dengan truth distortion. geram dengan public deception. fourth estate yang corrupt. melayani power bukan people. dongkol dengan degradation. of press freedom and integrity,media manipulation membuatku murka. benci dengan propaganda machine. jengkel dengan biased reporting. muak dengan information warfare. marah dengan truth distortion. geram dengan public deception,marah
178,environmental destruction,candil,hutan dibabat untuk palm oil. sungai tercemar limbah pabrik. udara kotor di kota besar. demi profit jangka pendek. generasi mendatang yang menanggung. kerusakan lingkungan massive. frustrasi dengan corporate greed. yang mengorbankan sustainability. . environmental destruction bikin geram. marah dengan ecological damage. jengkel dengan corporate irresponsibility. muak dengan short-term thinking. benci dengan profit over planet. dongkol dengan government inaction. bumi warisan untuk anak cucu. dirusak demi keuntungan sesaat. sebel banget sama mindset. yang tidak peduli future generation,environmental destruction bikin geram. marah dengan ecological damage. jengkel dengan corporate irresponsibility. muak dengan short-term thinking. benci dengan profit over planet. dongkol dengan government inaction,marah
