id,title,artist,full_lyrics,reff_lyrics,emotion
698,hoax,kotak,"ngoceh-ngoceh sana. ngoceh-ngoceh sini. sebar-sebar benci. emosi ambisi. nggak mutu, nggak mutu. semua nggak mutu. nggak mutu, nggak mutu. buat apa mencaci, harus toleransi. buat apa memaki. kita semua saudara. lawan, kita lawan. virus hoax. lawan, kita lawan. come on. lawan, kita lawan. virus hoax. lawan, kita lawan. come on. ngoceh-ngoceh sana. ngoceh-ngoceh sini. sebar-sebar benci. emosi ambisi. nggak benar, nggak benar. semua nggak benar. nggak benar, nggak benar. buat apa mencaci, harus toleransi. buat apa memaki. kita semua saudara. lawan, kita lawan. virus hoax. lawan, kita lawan. come on. lawan, kita lawan. virus hoax. lawan, kita lawan. come on.","lawan, kita lawan. virus hoax. lawan, kita lawan. come on. lawan, kita lawan. virus hoax. lawan, kita lawan. come on.",marah
699,inspirasi sahabat,kotak,"pagi menjelang hangat mentari yang datang. sambut senyuman yang ada. pagi menyapa buat dirimu bahagia. sambut harapan yang nyata. 'tuk mulai jalani hari. siapkan dirimu kembali, kembali. cepat cepat jangan terlambat. lepaskan dirimu jika terikat. jadikan hidupmu penuh warna. inspirasikanlah sahabat. buka matamu, rasakan tawa dan cintamu. sambut harapan yang nyata. 'tuk mulai jalani hari. siapkan dirimu kembali, kembali. cepat cepat jangan terlambat. lepaskan dirimu jika terikat. jadikan hidupmu penuh warna. inspirasikanlah sahabat. lepas lepas teruslah bebas. bebaskan dirimu tak terbatas. raih mimpi hingga terbang ke atas. inspirasikanlah sahabat. cepat cepat jangan terlambat. lepaskan dirimu jika terikat. jadikan hidupmu penuh warna. inspirasikanlah sahabat. cepat cepat jangan terlambat. lepaskan dirimu jika terikat. jadikan hidupmu penuh warna. inspirasikanlah sahabat. lepas lepas teruslah bebas. bebaskan dirimu tak terbatas. raih mimpi hingga terbang ke atas. inspirasikanlah sahabat.",cepat cepat jangan terlambat. lepaskan dirimu jika terikat. jadikan hidupmu penuh warna. inspirasikanlah sahabat.,bahagia
700,t.o.p.,kotak,"kamu bilang ku takkan pernah bisa ngetop seperti kamu. kamu bilang ku tak punya bakat hebat seperti kamu. kamu tak percaya aku benar-benar bisa kalau aku mau. sekarang ku buktikan kamu bilang apa mau bilang apa. lihat ku ada di majalah. semua orang bicarakan aku. lihat ku ada di tv. aku sekarang top jadi ngetop. top jadi ngetop. kamu bilang ku takkan pernah bisa ngetop seperti kamu. kamu bilang ku tak punya bakat hebat seperti kamu. lihat ku ada di majalah. semua orang bicarakan aku. lihat ku ada di tv. aku sekarang top jadi ngetop. top jadi ngetop. lihat ku ada di majalah. semua orang bicarakan aku. lihat ku ada di tv. aku sekarang top jadi ngetop. top jadi ngetop, top jadi ngetop. top jadi ngetop.",kamu bilang ku tak punya bakat hebat seperti kamu. lihat ku ada di majalah. semua orang bicarakan aku. lihat ku ada di tv.,bahagia
701,mencinta ku dan dia,kotak,"tanpa aku sadari. apa yang telah ku beri. tanpa aku mengerti. hingga kau lumpuhkan hati. takdirkah semua ini. akhir sesal dihati. tak bisa aku pergi. meski kau tak ku miliki. kupuja, kudamba. yang kurasa. ku tahu aku yang kedua. mungkin kah ku yang utama. ku tahu kau pun mencinta. ku dan dia. takdirkah semua ini. akhir sesal dihati. tak bisa aku pergi. meski kau tak ku miliki. ku tahu aku yang kedua. mungkin kah ku yang utama. ku tahu kau pun mencinta. ku dan dia. ku tahu aku yang kedua. mungkin kah ku yang utama. ku tahu kau pun mencinta. ku dan dia.",takdirkah semua ini. akhir sesal dihati. tak bisa aku pergi. meski kau tak ku miliki.,sedih
702,beraksi (live),kotak,"ketika siapa saja sendirian. berdiam diri tak ada hiburan. jika kau merasakan kesepian. datang kemari kita senang-senang. semua berdiri, waktunya beraksi. penindasan kekerasaan gak jaman. kami datang membawa perdamaian. ciptakan suasana tak terlupakan. lantangkan suaramu dan teriakkan. alunan distorsi, kotak pun beraksi. yang ada disana, yang ada disini. semua ikut bernyanyi. hey, yang datang disini. jangan bikin keki. bikin suasana happy. beraksi. , beraksi. hey. , yang ada disana. semua bernyanyi. hey. , yang ada disini. semua happy. hey, yang ada disana yang ada disini. semua ikut bernyanyi. hey yang datang disini. jangan bikin keki, bikin suasana happy. beraksi beraksi.",semua ikut bernyanyi.,bahagia
703,masih cinta,kotak,tik tik tik. waktu bergetik. tak mungkin bisa ku hentikan. maumu jadi mauku. pahitpun itu ku tersenyum. kamu tak tahu. rasanya hatiku. saat berhadapan kamu. tik tik tik. air mataku. biar terjatuh dalam hati. mauku tak penting lagi. biar ku buat bahagiamu. kamu tak tahu. rasanya hatiku. saat berhadapan kamu. kamu tak bisa. bayangkan rasanya jadi diriku. yang masih cinta. ooh aah. kamu tak tahu. hancurnya hatiku. saat berhadapan kamu. kamu tak bisa. bayangkan rasanya jadi diriku. yang masih cinta. oooh oooh oooh.,kamu tak tahu. rasanya hatiku. saat berhadapan kamu.,sedih
704,budak konten,kotak,"bangun tidur, niat langsung ngonten. nanya kabar, basa-basi, ngonten. musibah datang, langsung ngonten. drama settingan ujungnya ngonten. i won't get in money. lupakan nurani. digitalisasi kini. ngonten, ngonten, biar eksis. eksis, eksis, budak konten. ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh. ngonten, ngonten, biar eksis. eksis, eksis, budak konten. ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh. pamer harta buat jadi konten. sederhana hidup juga konten. pancing kontroversi buat konten. kisah inspirasi juga konten. cecahi konten. ngonten, ngonten, biar eksis. eksis, eksis, budak konten. ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh. ngonten, ngonten, biar eksis. eksis, eksis, budak konten. ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh. i won't get in money. lupakan nurani. digitalisasi kini. ngonten, ngonten, biar eksis. eksis, eksis, budak konten. ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh. ngonten, ngonten, biar eksis. eksis, eksis, budak konten. ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh. ngonten, ngonten, biar eksis . eksis, eksis, budak konten . ngonten, ngonten, biar eksis . oh-oh, oh-oh, oh-oh-oh. ngonten, ngonten, biar eksis . eksis, eksis, budak konten . ngonten, ngonten, biar eksis. oh-oh, oh-oh, oh-oh-oh.","i won't get in money. digitalisasi kini. ngonten, ngonten, biar eksis.",marah
705,aku percaya pilihanku,kotak,"sedang ku jalani. kisah cinta yang sulit dimengerti. sedang ku alami. yang terbaik yang terburuk denganmu. semua teman mengingatkan. aku jangan mencintai kamu. aku percaya pilihanku, aku percaya itu kamu. bila memang salah biarlah salahku. sedang ku cari. cara yang bisa menyatukan kita. walaupun terus. dipenuhi drama yang menyakitkan. semua teman mengingatkan. aku jangan mencintai kamu. aku percaya pilihanku, aku percaya itu kamu. bila memang salah biarlah salahku. aku berhak cintai kamu selama kamu cintai aku. akan lebih salah bila ku abaikan rasa ini. aku percaya pilihanku, aku percaya itu kamu. bila memang salah biarlah salahku. aku berhak cintai kamu selama kamu cintai aku. akan lebih salah bila ku abaikan rasa ini.","semua teman mengingatkan. aku jangan mencintai kamu. aku percaya pilihanku, aku percaya itu kamu. bila memang salah biarlah salahku.",sedih
706,di atas cinta,kotak,"lama berkelana. aku hampir lupa. yang ku cari. tak jauh dariku. terlambat merasa. kamu jawabannya. di sisa waktu. hanya untukmu. kesabaranmu luluhkan hatiku. kesabaranmu sadarkanku, sadarkanku. denganmu aku belajar sesuatu di atas cinta. rasa ikhlasmu, perjuanganmu. aku tahu yang kau lakukan, aku tahu. jauh berkelana, punya segalanya. semakin membuat aku dahaga. kesabaranmu luluhkan hatiku. kesabaranmu sadarkanku, sadarkanku. denganmu aku belajar sesuatu di atas cinta. rasa ikhlasmu, perjuanganmu, aku tahu, aku tahu. denganmu aku pahami sesuatu di atas cinta. rasa ikhlasmu, perjuanganmu. aku tahu yang kau lakukan, aku tahu. denganmu aku belajar sesuatu di atas cinta. rasa ikhlasmu, perjuanganmu, aku tahu, aku tahu. di atas cinta. rasa ikhlasmu, perjuanganmu. aku tahu yang kau lakukan, aku tahu. yang kau lakukan, aku tahu.","kesabaranmu luluhkan hatiku. kesabaranmu sadarkanku, sadarkanku. denganmu aku belajar sesuatu di atas cinta. rasa ikhlasmu, perjuanganmu.",bahagia
707,selalu cinta,kotak,"kamu tanya, aku menjawab. kamu minta, aku berikan. 'ku sayangi kamu. 'ku bicara, kamu yang diam. ku mendekat, kamu menghindar. separah inikah kamu dan aku? bagaimana bisa aku tak ada. di setiapmu melihat? sementara 'ku ada. bagaimana bisa kamu lupakan. yang tak mungkin dilupakan? aku selalu cinta. selalu cinta. kamu hilang, aku menghilang. semua hilang, yang tak kukira. jangan tanya lagi, tanya mengapa! bagaimana bisa aku tak ada. di setiapmu melihat? sementara 'ku ada. bagaimana bisa kamu lupakan. yang tak mungkin dilupakan? aku selalu cinta tapi kamu tidak. tapi kamu tidak. tapi kamu tidak. bagaimana bisa aku tak ada. di setiapmu melihat? sementara 'ku ada. aku selalu ada. bagaimana bisa kamu lupakan. yang tak mungkin dilupakan? aku selalu cinta tapi kamu tidak. tapi kamu tidak. tapi kamu tidak.",bagaimana bisa aku tak ada. di setiapmu melihat? sementara 'ku ada. bagaimana bisa kamu lupakan. yang tak mungkin dilupakan? aku selalu cinta. selalu cinta.,sedih
708,tendangan dari langit,kotak,"di saat terlintas di benakku. serasa hariku anganku ingin sepertimu. terus seiring berjalannya waktu. serasa hidupku karenamulah aku. kau ada di dalam hatiku. selalu akan tetap memujamu. pasti kita terbang tinggi bila terus berlari. teruskanlah tanpa henti. terus seiring berjalannya waktu. serasa hidupku karenamulah aku. kan terus terpacu olehmu selalu. kau ada di dalam hatiku. selalu akan tetap memujamu. pasti kita terbang tinggi bila terus berlari. teruskanlah tanpa henti. kau angkatlah tangan tinggi, genggamlah terus jemari. 'tuk gapai sebuah mimpi. pasti kita terbang tinggi bila terus berlari. teruskanlah tanpa henti. kau angkatlah tangan tinggi, genggamlah terus jemari. 'tuk gapai sebuah mimpi. kita terbang tinggi bila terus berlari. teruskanlah tanpa henti. pastikan terus kau yakini. tendangan dari langit ini bawamu meraih mimpi.",terus seiring berjalannya waktu. serasa hidupku karenamulah aku. kau ada di dalam hatiku. selalu akan tetap memujamu.,bahagia
709,kosong toejuh,kotak,"jangan kau pikir aku tak cinta padamu. mungkin kau pikir ku juga bosan padamu. ku balas sms dan angkat telfonmu. kau slalu curiga melulu. jika kau inginkan minggu depan bertemu. senin selasa sampai hari sabtu. banyak urusan sibuk ini itu. kuharapkan kau sabar menunggu. datang saja malam minggu. jangan lupa ke rumahku. nomor kosong tujuh. nomor kosong tujuh. bebas lakukan sesuatu. tak ada papa mamaku. hanya ada aku, kutunggu. ha, ha, kuingin kau mengerti. ha, ha, hanya kau yang berarti. ha, ha, kecuplah bibir ini. bebas lakukan sesuatu. tak ada papa mamaku. hanya ada aku, hanya ada aku. datang saja malam minggu. jangan lupa ke rumahku. nomor kosong-tujuh.",datang saja malam minggu. jangan lupa ke rumahku. nomor kosong tujuh. bebas lakukan sesuatu.,bahagia
710,teman palsu,kotak,"aaa ngakunya teman. ternyata bukan teman, bukan teman. ku salah pilih orang dan lagi. aaa ngakunya teman. nyatanya bukan teman, bukan teman. nusuknya di belakang. sialnya aku percaya kamu. di depan sok manis manis manis. ternyata palsu. bodohnya aku baikin kamu. di depan sok manis manis manis. kamu tukang tipu. aaa bilangnya teman. ternyata bukan teman, bukan teman. suka buka aib orang dan lagi. aaa bilangnya teman. ternyata bukan teman, bukan teman. omong kosong doang. sialnya aku percaya kamu. di depan sok manis manis manis. ternyata palsu. bodohnya aku baikin kamu. di depan sok manis manis manis. kamu tukang tipu. sialnya aku percaya kamu. di depan sok manis manis manis. ternyata palsu. bodohnya aku baikin kamu. di depan sok manis manis manis. kamu tukang tipu. sialnya aku, bodohnya aku. di depan sok manis manis manis. ternyata palsu. sialnya aku, bodohnya aku. salah pilih kamu kamu kamu. hei teman palsu.","ternyata bukan teman, bukan teman. sialnya aku percaya kamu. di depan sok manis manis manis. bodohnya aku baikin kamu.",marah
711,music,kotak,malam ini sepantasnya kita bersenang-senang. aku ada karena kamu dan kamu pun ada untukku. mengalirlah bersama denganku menikmati sebuah keindahan ini. music menyatukan kita siapapun kita di sini. music mewakili kita meski warna kita berbeda. malam ini sepantasnya kita bersenang-senang. aku akan membawamu ke tempat yang kamu inginkan. mengalirlah bersama denganku menikmati sebuah keindahan ini. music menyatukan kita siapapun kita di sini. music mewakili kita meski warna kita berbeda. syair nada tercipta hantarkan rasa dari aku dan untuk kamu. mengalirlah bersama denganku menikmati sebuah keindahan ini. keindahan ini. music menyatukan kita siapapun kita di sini. music mewakili kita meski warna kita berbeda. music menyatukan kita siapapun kita di sini. music mewakili kita meski warna kita berbeda. berbeda oh yeah.,mengalirlah bersama denganku menikmati sebuah keindahan ini. music menyatukan kita siapapun kita di sini. music mewakili kita meski warna kita berbeda.,bahagia
712,i love you,kotak,"ku tak mau tahu baik atau tidak. aku sama kamu i love you. ku tak mau lihat siapa kamu. apapun terjadi i love you. cinta memang buta. tapi hatiku yang lihat. hidup tanpamu tak bisa. sendirian pun tak bisa, ku harus denganmu. biar terluka, biar tersiksa. aku cuma bisa mencintaimu. aku hanya ingin kamu dengar. satu kata saja, i love you. cinta memang buta. tapi hatiku yang lihat. hidup tanpamu tak bisa. sendirian pun tak bisa, ku harus denganmu. hidup tanpamu tak bisa. sendirian pun tak bisa, ku harus denganmu. biar terluka, biar tersiksa. aku cuma bisa mencintaimu, mencintaimu. ku cuma mau mencintaimu. ku cuma mau mencintaimu.","cinta memang buta. tapi hatiku yang lihat. hidup tanpamu tak bisa. sendirian pun tak bisa, ku harus denganmu.",bahagia
713,tetap ada,kotak,"tiada pernah ku menduka walau sekali saja. awal kali ku berjumpa dengan dirinya. kali ini ku temukan cinta. dalam hati berbicara. mungkinkah dia pun merasa. cinta kan tetap ada. tak mampu ke lain cinta, hanya dia. kan kuungkapkan rasa terpendam dalam jiwa. kan kuberikan semua untukmu ku setia. kini tersisa hanya bayangan tak sempat ku berkata. sesal melanda jiwa. cinta kan tetap ada. tak mampu ke lain cinta, hanya dia. kan kuungkapkan rasa terpendam dalam jiwa. kan kuberikan semua untukmu ku setia. namun kau pejamkan mata untukku selamanya. teteskan air mata, selamat jalan cinta. kan kuungkapkan rasa terpendam dalam jiwa. kan kuberikan semua untukmu ku setia. namun kau pejamkan mata untukku selamanya. teteskan air mata, selamat jalan cinta. kan kuungkapkan rasa terpendam dalam jiwa. kan kuberikan semua untukmu ku setia. namun kau pejamkan mata untukku selamanya. teteskan air mata, selamat jalan cinta.","cinta kan tetap ada. tak mampu ke lain cinta, hanya dia. kan kuungkapkan rasa terpendam dalam jiwa. kan kuberikan semua untukmu ku setia.",sedih
714,cinta jangan pergi,kotak,"cinta jangan pernah kau coba pergi. karna di sini ku butuh kamu. cinta jangan pernah kau coba lari. karna di sini ku ingin kamu. aku tak bisa bayangkan. bila kau tak ada di sini. aku tak habis pikirkan. bila kau tak lagi temani aku. aku tak bisa bayangkan. bila kau tak ada di sini. aku tak habis pikirkan. bila kau tak lagi temani aku. cinta jangan pernah kau coba pergi. karna di sini ku butuh kamu. cinta jangan pernah kau coba lari. karna di sini ku ingin kamu, kamu. cinta jangan pernah kau coba pergi. karna di sini ku butuh kamu. cinta jangan pernah kau coba lari. karna di sini ku ingin kamu. cinta jangan pernah pergi. cinta jangan pernah lari. jangan pergi, jangan lari. cinta jangan pernah kau pergi.",karna di sini ku butuh kamu. cinta jangan pernah kau coba lari. karna di sini ku ingin kamu. aku tak bisa bayangkan.,takut
715,berbeda,kotak,mungkin bagimu ku slalu salah. di hadapmu ku tak pernah benar. ku tak bisa menjadi pendamai. di dalam jiwamu. ku lelah hadapi semua. ku ingin kau mengerti. kini kusadar cinta tak bisa. dijalani dengan perbedaan. ku akui ku masih mencinta mu. dan inginkan mu. kan ku coba jalai hidup tanpamu. di atas pedih yang akan ku rasakan. kan kulintasi hidup tanpa dirimu. ku akan pergi menjauh karena kita memang berbeda. ku lelah hadapi semua. ku ingin kau mengerti. ku tahu kita tak mungkin menyatu. ku ingin kau mengerti. ku lelah hadapi semua. ku ingin kau mengerti. ku lelah hadapi. semua. ku ingin kau mengerti. ku tahu kita tak mungkin menyatu. ku ingin kau mengerti.,ku lelah hadapi semua. ku ingin kau mengerti. ku tahu kita tak mungkin menyatu.,sedih
